home_id,title,postcode,price,street,houseNumber,city,quarter,latitude,longitude,livingSpace,numberOfRooms,balcony,garden,monthlyRate,builtInKitchen,home_url
78777760,"Dachgeschoß Loft, 7-Zimmer mit Weitblick in Kreuzberg",10999,4915.0,Paul-Lincke-Ufer ,7 A,Berlin,Kreuzberg (Kreuzberg),52.49221,13.43479,265.5,7.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/78777760
131922521,1-Zimmer Wohnung in Prenzlauer Berg!,10437,1013.4,Schönhauser Allee,72,Berlin,Prenzlauer Berg (Prenzlauer Berg),52.54835,13.41418,56.3,1.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/131922521
131767420,Luxury furnished apartment next to KaDeWe-2 Rooms-contract for 1-3 years- 1750€ Warm,10787,1580.0,Nürnbergerstr.,68,Berlin,Schöneberg (Schöneberg),52.50455,13.34118,50.14,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131767420
131288171,Mietfläche für ambulante Pflege oder einer Praxis,12621,2048.0,Chemnitzer Straße,213,Berlin,Kaulsdorf (Hellersdorf),52.48594,13.57485,195.0,8.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/131288171
131370114,Wunderschönes Familiendomizil,12351,2300.0,N/A,N/A,Berlin,Buckow (Neukölln),N/A,N/A,130.0,5.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/131370114
131163350,"1A-Dachgeschoss Penthouse, 180 qm plus Sauna und Aufdach im Simon Dach Kiez",10245,2950.0,N/A,N/A,Berlin,Friedrichshain (Friedrichshain),N/A,N/A,210.0,5.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131163350
130841766,** Schöne 5 Zimmer-Wohnung für Sie **,14193,2993.05,Koenigsallee,19a,Berlin,Grunewald (Wilmersdorf),52.49072,13.27725,193.12,5.0,true,true,N/A,false,https://www.immobilienscout24.de/expose/130841766
114178861,**Schöne Maisonette im Grünen**,14193,3622.61,Koenigsallee,19a,Berlin,Grunewald (Wilmersdorf),52.49072,13.27725,206.77,3.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/114178861
130858975,Beeindruckendes Penthouse mit großer Terrasse und Wasserblick - Erstbezug!,10245,5000.0,Alt Stralau,4D.4.1,Berlin,Friedrichshain (Friedrichshain),52.49643,13.46611,204.0,4.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/130858975
130859535,Eindrucksvolles Penthouse mit Aufdachterrasse!,10119,4470.0,Kastanienallee,63,Berlin,Mitte (Mitte),52.53439,13.40608,152.0,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/130859535
130899401,Architektur-Unikat: Townhouse in begehrter Lage nahe Gendarmenmarkt!,10117,16000.0,Oberwallstraße,19,Berlin,Mitte (Mitte),52.51401,13.39715,512.0,5.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/130899401
131116017,Grandaire Berlin - lichtdurchflutete Wohnung mit atemberaubendem Weitblick!,10179,2980.0,Voltairestraße,11,Berlin,Mitte (Mitte),52.51786,13.41702,93.0,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131116017
131198110,Erstbezug - Gemütliches Wohnen auf der Halbinsel Stralau!,10245,2700.0,N/A,N/A,Berlin,Friedrichshain (Friedrichshain),N/A,N/A,133.0,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131198110
131821137,Exklusive Wohnung im „Hofgarten zur Mitte“!,10115,3600.0,Scharnhorststr.,6,Berlin,Mitte (Mitte),52.53351,13.37153,177.0,4.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131821137
131594855,Stilvolle 1-Zimmer-WG mit EBK in Moabit. Voll möbliert. alle Rechnungen enthalten,10557,999.0,Hedwig-Porschütz-Straße,32,Berlin,Tiergarten (Tiergarten),52.53473,13.36472,27.0,1.0,false,true,N/A,true,https://www.immobilienscout24.de/expose/131594855
131127007,Ihr neues Zuhause! Direkt am Tegelersee,13507,1340.0,Wilkestraße,2,Berlin,Tegel (Reinickendorf),52.58856,13.27516,57.0,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/131127007
131793532,Perfekt geschnittene Wohnung inklusive Einbauküche!,13507,841.0,Alt-Tegel,42/44,Berlin,Tegel (Reinickendorf),52.58839,13.27579,39.35,2.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/131793532
130164308,Sehr schöne 3 Zi Dachgeschosswohnung plus ausgebautes Dach und sep. Waschraum im Keller,12527,1300.0,N/A,N/A,Berlin,Schmöckwitz (Köpenick),N/A,N/A,120.0,3.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/130164308
131843393,"2,5 Zimmer -Dachgeschoss -Wohnung mit 2 Dachterrassen",13595,1458.0,Zimmerstr,2,Berlin,Spandau (Spandau),52.52437,13.1969,90.0,2.5,true,false,N/A,true,https://www.immobilienscout24.de/expose/131843393
114688696,Komplett modernisierte Villenetage in Grunewald mit Zugang zum Garten,14193,2790.0,N/A,N/A,Berlin,Grunewald (Wilmersdorf),N/A,N/A,155.0,4.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/114688696
131028289,!!ERDGESCHOSS - OHNE EBK - MIT GARTEN!!,10785,1279.0,Dennewitzstrasse,36-40,Berlin,Tiergarten (Tiergarten),52.49949,13.3702,58.18,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/131028289
